Tester: Ash
Test Date: 2016-05-04 11:15
Test Mode: sharp and round
Test Type: Alternately
Test Round: 180
Test Result:
No.,Side,Answer,Response Time
674,right,c,0.776
675,left,c,0.647
676,left,c,0.728
677,right,c,0.767
678,left,c,0.601
679,right,c,1.126
680,right,c,0.727
681,right,c,0.783
682,right,c,0.623
683,right,c,0.695
684,right,c,0.655
685,right,c,0.655
686,left,c,0.567
687,left,c,0.759
688,right,c,0.646
689,right,c,0.704
690,left,c,0.559
691,left,c,0.99
692,left,c,0.688
693,left,c,0.647
694,left,c,0.663
695,right,c,0.727
696,left,c,0.767
697,left,c,0.687
698,left,c,0.591
699,right,c,0.791
700,left,c,0.64
701,right,c,0.744
702,right,c,0.775
703,right,c,0.64
704,left,c,0.67
705,left,c,0.664
706,right,c,0.552
707,left,c,0.591
708,left,c,0.608
709,right,c,0.583
710,right,c,0.672
711,left,c,0.76
712,left,c,0.648
713,right,c,0.664
714,right,c,0.702
715,right,c,0.768
716,right,c,0.703
717,left,c,0.655
718,left,c,0.63
719,right,c,0.761
720,left,c,0.6
